Extent_north,Datetime,Extent_south,Extent_total
7.55,1982-08-30,18.234,25.784000000000002
7.404,1982-09-01,18.336,25.74
7.248,1982-09-03,18.55,25.798000000000002
7.233,1982-09-05,18.528,25.761
7.182,1982-09-07,18.443,25.625
7.18,1982-09-09,18.387,25.567
7.173,1982-09-11,18.291,25.464
7.16,1982-09-13,18.338,25.498
7.196,1982-09-15,18.25,25.445999999999998
7.197,1982-09-17,18.452,25.649
7.224,1982-09-19,18.357,25.581
7.329,1982-09-21,18.287,25.616
7.422,1982-09-23,18.296,25.718
7.417,1982-09-25,18.31,25.726999999999997
7.495,1982-09-27,18.259,25.754
7.666,1982-09-29,18.218,25.884
7.768,1982-10-01,18.234,26.002000000000002
8.016,1982-10-03,18.092,26.107999999999997
8.184,1982-10-05,18.035,26.219
8.331,1982-10-07,18.097,26.428
8.875,1982-10-09,18.154,27.029
9.179,1982-10-11,17.988,27.167
9.429,1982-10-13,17.921,27.35
9.608,1982-10-15,17.856,27.464000000000002
9.797,1982-10-17,17.787,27.584
9.836,1982-10-19,17.657,27.493000000000002
9.847,1982-10-21,17.762,27.609
10.067,1982-10-23,17.67,27.737000000000002
10.198,1982-10-25,17.552,27.75
10.423,1982-10-27,17.374,27.796999999999997
10.564,1982-10-29,17.307,27.871
10.615,1982-10-31,17.128,27.743000000000002
10.817,1982-11-02,17.048,27.865
10.893,1982-11-04,16.832,27.725
11.131,1982-11-06,16.684,27.815
11.03,1982-11-08,16.613,27.643
11.203,1982-11-10,16.527,27.73
11.348,1982-11-12,16.322,27.67
11.573,1982-11-14,16.123,27.696
11.792,1982-11-16,15.868,27.66
11.774,1982-11-18,15.559,27.333
11.698,1982-11-20,15.28,26.978
11.854,1982-11-22,15.035,26.889
11.929,1982-11-24,14.498,26.427
12.192,1982-11-26,14.047,26.239
12.483,1982-11-28,13.604,26.087
12.695,1982-11-30,13.009,25.704
12.822,1982-12-02,12.34,25.162
12.866,1982-12-04,11.789,24.655
12.963,1982-12-06,11.287,24.25
13.223,1982-12-08,10.863,24.086
13.351,1982-12-10,10.547,23.898000000000003
13.503,1982-12-12,10.089,23.592
13.606,1982-12-14,9.499,23.105
13.84,1982-12-16,9.018,22.858
13.895,1982-12-18,8.611,22.506
14.016,1982-12-20,8.148,22.164
13.963,1982-12-22,7.763,21.726
14.093,1982-12-24,7.481,21.573999999999998
14.183,1982-12-26,7.18,21.363
14.144,1982-12-28,6.912,21.056
14.159,1982-12-30,6.708,20.867
14.253,1983-01-01,6.508,20.761
14.306,1983-01-03,6.17,20.476
14.494,1983-01-05,5.869,20.363
14.467,1983-01-07,5.66,20.127000000000002
14.615,1983-01-09,5.305,19.92
14.648,1983-01-11,5.058,19.706
14.622,1983-01-13,4.81,19.432
14.916,1983-01-15,4.639,19.555
15.014,1983-01-17,4.465,19.479
15.052,1983-01-19,4.313,19.365
15.314,1983-01-21,4.21,19.524
15.396,1983-01-23,4.062,19.458000000000002
15.347,1983-01-25,3.932,19.279
15.401,1983-01-27,3.871,19.272
15.554,1983-01-29,3.823,19.377
15.68,1983-01-31,3.633,19.313
15.737,1983-02-02,3.574,19.311
15.719,1983-02-04,3.422,19.141
15.695,1983-02-06,3.287,18.982
15.822,1983-02-08,3.221,19.043
15.791,1983-02-10,3.057,18.848
15.999,1983-02-12,3.015,19.014
16.056,1983-02-14,3.023,19.079
15.971,1983-02-16,2.921,18.892
16.056,1983-02-18,2.932,18.988
16.167,1983-02-20,2.966,19.133000000000003
16.238,1983-02-22,2.885,19.122999999999998
16.28,1983-02-24,2.843,19.123
16.352,1983-02-26,2.887,19.239
16.203,1983-02-28,2.951,19.154
16.049,1983-03-02,3.138,19.186999999999998
15.958,1983-03-04,3.299,19.257
15.971,1983-03-06,3.382,19.353
16.101,1983-03-08,3.471,19.572
16.172,1983-03-10,3.512,19.684
16.349,1983-03-12,3.634,19.983
16.412,1983-03-14,3.819,20.230999999999998
16.214,1983-03-16,3.952,20.165999999999997
16.069,1983-03-18,4.098,20.166999999999998
16.212,1983-03-20,4.274,20.486
16.057,1983-03-22,4.459,20.516
15.976,1983-03-24,4.626,20.602
15.964,1983-03-26,4.769,20.733
15.926,1983-03-28,4.835,20.761
15.849,1983-03-30,4.967,20.816
15.886,1983-04-01,5.139,21.025
15.914,1983-04-03,5.369,21.283
15.734,1983-04-05,5.559,21.293
15.706,1983-04-07,5.724,21.43
15.528,1983-04-09,6.004,21.532
15.574,1983-04-11,6.125,21.698999999999998
15.317,1983-04-13,6.303,21.62
15.145,1983-04-15,6.412,21.557
15.063,1983-04-17,6.671,21.734
14.839,1983-04-19,6.829,21.668
14.819,1983-04-21,6.997,21.816000000000003
14.695,1983-04-23,7.172,21.867
14.553,1983-04-25,7.346,21.899
14.442,1983-04-27,7.572,22.014
14.366,1983-04-29,7.834,22.2
14.045,1983-05-01,8.116,22.161
13.929,1983-05-03,8.341,22.27
13.935,1983-05-05,8.448,22.383000000000003
13.787,1983-05-07,8.55,22.337000000000003
13.703,1983-05-09,8.897,22.6
13.64,1983-05-11,9.122,22.762
13.587,1983-05-13,9.307,22.894
13.502,1983-05-15,9.539,23.041
13.433,1983-05-17,9.746,23.179000000000002
13.319,1983-05-19,9.874,23.193
13.313,1983-05-21,9.921,23.234
13.27,1983-05-23,10.036,23.305999999999997
13.209,1983-05-25,10.399,23.607999999999997
13.132,1983-05-27,10.523,23.655
13.052,1983-05-29,10.719,23.771
13.005,1983-05-31,10.878,23.883000000000003
12.837,1983-06-02,11.003,23.84
12.764,1983-06-04,11.225,23.988999999999997
12.69,1983-06-06,11.612,24.302
12.59,1983-06-08,11.884,24.474
12.54,1983-06-10,12.058,24.598
12.412,1983-06-12,12.31,24.722
12.311,1983-06-14,12.432,24.743000000000002
12.276,1983-06-16,12.797,25.073
12.146,1983-06-18,12.927,25.073
12.16,1983-06-20,13.004,25.164
12.111,1983-06-22,13.251,25.362000000000002
11.965,1983-06-24,13.517,25.482
11.989,1983-06-26,13.678,25.667
11.896,1983-06-28,13.904,25.8
11.748,1983-06-30,14.037,25.785
11.515,1983-07-02,14.46,25.975
11.398,1983-07-04,14.718,26.116
11.261,1983-07-06,14.858,26.119
11.233,1983-07-08,14.979,26.212
11.108,1983-07-10,15.088,26.195999999999998
11.088,1983-07-12,15.273,26.360999999999997
10.913,1983-07-14,15.429,26.342
10.767,1983-07-16,15.481,26.247999999999998
10.491,1983-07-18,15.52,26.011
10.214,1983-07-20,15.702,25.916
10.076,1983-07-22,15.897,25.973
9.911,1983-07-24,15.888,25.799
9.655,1983-07-26,16.093,25.747999999999998
9.56,1983-07-28,16.175,25.735
9.364,1983-07-30,16.439,25.803
9.224,1983-08-01,16.586,25.81
9.046,1983-08-03,16.639,25.685
8.935,1983-08-05,16.713,25.648000000000003
8.731,1983-08-07,16.887,25.618000000000002
8.638,1983-08-09,16.71,25.348
8.46,1983-08-11,16.765,25.225
8.32,1983-08-13,16.888,25.208000000000002
8.073,1983-08-15,17.114,25.187
7.948,1983-08-17,17.181,25.129
7.899,1983-08-19,17.268,25.167
7.903,1983-08-21,17.577,25.48
7.777,1983-08-23,17.86,25.637
7.639,1983-08-25,17.799,25.438
7.534,1983-08-27,17.945,25.479
7.445,1983-08-29,17.981,25.426000000000002
7.402,1983-08-31,18.1,25.502000000000002
7.321,1983-09-02,18.284,25.604999999999997
7.314,1983-09-04,18.419,25.733
7.243,1983-09-06,18.417,25.660000000000004
7.204,1983-09-08,18.499,25.703
7.238,1983-09-10,18.691,25.929
7.305,1983-09-12,18.708,26.012999999999998
7.246,1983-09-14,18.724,25.97
7.261,1983-09-16,18.671,25.932
7.322,1983-09-18,18.763,26.085
7.499,1983-09-20,18.811,26.31
7.412,1983-09-22,18.736,26.148
7.425,1983-09-24,18.645,26.07
7.519,1983-09-26,18.522,26.040999999999997
7.731,1983-09-28,18.432,26.162999999999997
7.879,1983-09-30,18.456,26.335
8.143,1983-10-02,18.363,26.506
8.38,1983-10-04,18.271,26.651000000000003
8.638,1983-10-06,18.107,26.744999999999997
8.774,1983-10-08,17.99,26.763999999999996
8.943,1983-10-10,17.985,26.927999999999997
9.123,1983-10-12,18.076,27.198999999999998
9.205,1983-10-14,18.002,27.207
9.453,1983-10-16,18.032,27.485
9.585,1983-10-18,18.028,27.613
9.673,1983-10-20,17.867,27.54
9.878,1983-10-22,17.715,27.593
10.085,1983-10-24,17.625,27.71
9.558,1983-10-26,17.68,27.238
10.259,1983-10-28,17.557,27.816
10.314,1983-10-30,17.432,27.746
10.549,1983-11-01,17.283,27.832
10.737,1983-11-03,17.174,27.911
10.883,1983-11-05,17.02,27.903
10.84,1983-11-07,16.939,27.779
10.956,1983-11-09,16.699,27.655
11.172,1983-11-11,16.626,27.798000000000002
11.322,1983-11-13,16.394,27.715999999999998
11.473,1983-11-15,16.199,27.672000000000004
11.635,1983-11-17,15.98,27.615000000000002
11.802,1983-11-19,15.766,27.567999999999998
11.9,1983-11-21,15.473,27.373
11.934,1983-11-23,15.232,27.165999999999997
12.167,1983-11-25,14.817,26.984
12.208,1983-11-27,14.447,26.655
12.337,1983-11-29,14.164,26.500999999999998
12.769,1983-12-01,13.871,26.64
12.664,1983-12-03,13.371,26.035
12.877,1983-12-05,12.858,25.735
13.042,1983-12-07,12.359,25.401
13.043,1983-12-09,11.991,25.034
13.192,1983-12-11,11.617,24.809
13.344,1983-12-13,11.161,24.505
13.366,1983-12-15,10.634,24.0
13.325,1983-12-17,10.157,23.482
13.322,1983-12-19,9.544,22.866
13.326,1983-12-21,9.166,22.492
13.539,1983-12-23,8.649,22.188
13.54,1983-12-25,8.248,21.787999999999997
13.664,1983-12-27,7.888,21.552
13.855,1983-12-29,7.588,21.443
13.907,1983-12-31,7.2,21.107
14.103,1984-01-02,6.944,21.047
14.237,1984-01-04,6.653,20.89
14.262,1984-01-06,6.296,20.558
14.303,1984-01-08,5.935,20.238
14.387,1984-01-10,5.629,20.016
14.37,1984-01-12,5.299,19.669
14.388,1984-01-14,5.142,19.53
14.411,1984-01-16,4.526,18.936999999999998
14.302,1984-01-18,4.23,18.532
14.505,1984-01-20,3.997,18.502000000000002
14.626,1984-01-22,3.679,18.305
14.703,1984-01-24,3.489,18.192
14.788,1984-01-26,3.424,18.212
14.821,1984-01-28,3.265,18.086
14.893,1984-01-30,3.172,18.065
15.026,1984-02-01,3.039,18.065
15.107,1984-02-03,2.982,18.089
15.107,1984-02-05,2.983,18.09
15.08,1984-02-07,2.875,17.955
14.988,1984-02-09,2.796,17.784
15.181,1984-02-11,2.663,17.843999999999998
15.178,1984-02-13,2.639,17.817
15.335,1984-02-15,2.577,17.912
15.427,1984-02-17,2.602,18.029
15.47,1984-02-19,2.552,18.022000000000002
15.456,1984-02-21,2.539,17.995
15.467,1984-02-23,2.544,18.011
15.534,1984-02-25,2.468,18.002000000000002
15.561,1984-02-27,2.382,17.943
15.567,1984-02-29,2.518,18.085
15.431,1984-03-02,2.701,18.131999999999998
15.483,1984-03-04,2.889,18.372
15.554,1984-03-06,3.043,18.597
15.57,1984-03-08,3.11,18.68
15.587,1984-03-10,3.214,18.801
15.58,1984-03-12,3.316,18.896
15.676,1984-03-14,3.433,19.109
15.764,1984-03-16,3.549,19.313
15.809,1984-03-18,3.679,19.488
15.78,1984-03-20,3.803,19.583
15.614,1984-03-22,3.922,19.536
15.479,1984-03-24,4.09,19.569
15.486,1984-03-26,4.295,19.781
15.504,1984-03-28,4.465,19.969
15.446,1984-03-30,4.676,20.122
15.389,1984-04-01,4.928,20.317
15.335,1984-04-03,5.134,20.469
15.268,1984-04-05,5.327,20.595
15.16,1984-04-07,5.592,20.752
15.321,1984-04-09,5.718,21.039
15.287,1984-04-11,5.922,21.209
15.107,1984-04-13,6.107,21.214
15.085,1984-04-15,6.339,21.424
15.037,1984-04-17,6.655,21.692
14.973,1984-04-19,6.837,21.810000000000002
14.897,1984-04-21,7.018,21.915
14.699,1984-04-23,7.35,22.049
14.678,1984-04-25,7.577,22.255000000000003
14.608,1984-04-27,7.794,22.402
14.373,1984-04-29,8.032,22.405
14.194,1984-05-01,8.158,22.352
14.009,1984-05-03,8.345,22.354
13.976,1984-05-05,8.608,22.584000000000003
13.907,1984-05-07,8.807,22.714
13.816,1984-05-09,8.978,22.794
13.724,1984-05-11,9.288,23.012
13.764,1984-05-13,9.534,23.298000000000002
13.621,1984-05-15,9.618,23.239
13.451,1984-05-17,9.919,23.37
13.487,1984-05-19,10.094,23.581
13.367,1984-05-21,10.251,23.618000000000002
13.401,1984-05-23,10.549,23.95
13.289,1984-05-25,10.679,23.968
13.192,1984-05-27,10.789,23.981
13.035,1984-05-29,11.027,24.061999999999998
12.994,1984-05-31,11.331,24.325
12.828,1984-06-02,11.57,24.398
12.644,1984-06-04,11.785,24.429000000000002
12.526,1984-06-06,11.943,24.469
12.439,1984-06-08,12.273,24.712
12.354,1984-06-10,12.567,24.921
12.294,1984-06-12,12.736,25.03
12.254,1984-06-14,13.064,25.317999999999998
12.192,1984-06-16,13.25,25.442
12.079,1984-06-18,13.351,25.43
12.018,1984-06-20,13.721,25.739
11.966,1984-06-22,13.862,25.828
11.877,1984-06-24,14.151,26.028
11.783,1984-06-26,14.389,26.171999999999997
11.582,1984-06-28,14.695,26.277
11.439,1984-06-30,15.1,26.539
11.202,1984-07-02,15.403,26.605
10.989,1984-07-04,15.623,26.612000000000002
10.807,1984-07-06,15.95,26.756999999999998
10.699,1984-07-08,15.922,26.621000000000002
10.477,1984-07-10,16.063,26.54
10.183,1984-07-12,16.302,26.485
10.117,1984-07-14,16.282,26.399
9.929,1984-07-16,16.367,26.296
9.711,1984-07-18,16.434,26.145000000000003
9.629,1984-07-20,16.5,26.128999999999998
9.472,1984-07-22,16.698,26.17
9.368,1984-07-24,16.959,26.326999999999998
9.298,1984-07-26,17.055,26.353
8.875,1984-07-28,17.159,26.034
8.907,1984-07-30,17.206,26.113
8.745,1984-08-01,17.466,26.211
8.496,1984-08-03,17.655,26.151000000000003
8.303,1984-08-05,17.722,26.025000000000002
8.189,1984-08-07,17.838,26.027
8.027,1984-08-09,17.789,25.816000000000003
8.002,1984-08-11,17.632,25.634
7.918,1984-08-13,17.684,25.602
7.816,1984-08-15,17.951,25.767
7.698,1984-08-17,18.162,25.86
7.548,1984-08-19,18.205,25.753
7.461,1984-08-21,18.144,25.604999999999997
7.401,1984-08-23,18.039,25.44
7.346,1984-08-25,18.036,25.382
7.272,1984-08-27,18.224,25.496000000000002
7.057,1984-08-29,18.173,25.229999999999997
7.058,1984-08-31,18.123,25.181
6.828,1984-09-02,18.151,24.979
6.697,1984-09-04,18.077,24.774
6.528,1984-09-06,18.116,24.644
6.509,1984-09-08,18.182,24.691
6.501,1984-09-10,18.163,24.664
6.422,1984-09-12,18.249,24.671
6.461,1984-09-14,18.298,24.759
6.396,1984-09-16,18.312,24.708000000000002
6.514,1984-09-18,18.288,24.802
6.728,1984-09-20,18.275,25.003
6.974,1984-09-22,18.37,25.344
7.178,1984-09-24,18.242,25.42
7.338,1984-09-26,18.055,25.393
7.455,1984-09-28,17.93,25.384999999999998
7.549,1984-09-30,17.864,25.413
7.745,1984-10-02,17.958,25.703
7.947,1984-10-04,17.813,25.759999999999998
8.057,1984-10-06,17.958,26.015
8.227,1984-10-08,17.758,25.985
8.188,1984-10-10,17.61,25.798000000000002
8.26,1984-10-12,17.687,25.947000000000003
8.334,1984-10-14,17.581,25.915
8.354,1984-10-16,17.462,25.816
8.513,1984-10-18,17.425,25.938000000000002
8.638,1984-10-20,17.364,26.002000000000002
8.933,1984-10-22,17.448,26.381
9.116,1984-10-24,17.443,26.559
9.266,1984-10-26,17.345,26.610999999999997
9.398,1984-10-28,17.379,26.777
9.433,1984-10-30,17.358,26.791
9.565,1984-11-01,17.286,26.851
9.819,1984-11-03,17.282,27.101
9.969,1984-11-05,17.211,27.18
10.081,1984-11-07,17.062,27.143
10.224,1984-11-09,16.853,27.077
10.558,1984-11-11,16.676,27.233999999999998
10.578,1984-11-13,16.527,27.105
10.795,1984-11-15,16.358,27.153
11.072,1984-11-17,16.115,27.186999999999998
11.219,1984-11-19,15.846,27.064999999999998
11.518,1984-11-21,15.572,27.09
11.641,1984-11-23,15.299,26.939999999999998
11.812,1984-11-25,15.04,26.851999999999997
11.903,1984-11-27,14.681,26.584
11.869,1984-11-29,14.202,26.070999999999998
11.968,1984-12-01,13.863,25.831
12.263,1984-12-03,13.355,25.618000000000002
12.397,1984-12-05,12.968,25.365000000000002
12.712,1984-12-07,12.527,25.238999999999997
12.738,1984-12-09,12.113,24.851
12.837,1984-12-11,11.464,24.301000000000002
13.018,1984-12-13,11.14,24.158
13.124,1984-12-15,10.744,23.868000000000002
13.025,1984-12-17,10.245,23.27
13.24,1984-12-19,9.766,23.006
13.202,1984-12-21,9.225,22.427
13.307,1984-12-23,8.749,22.056
13.323,1984-12-25,8.479,21.802
13.394,1984-12-27,8.052,21.445999999999998
13.494,1984-12-29,7.707,21.201
13.789,1984-12-31,7.171,20.96
14.045,1985-01-02,6.527,20.572
14.24,1985-01-04,6.061,20.301000000000002
14.406,1985-01-06,5.665,20.071
14.432,1985-01-08,5.31,19.742
14.455,1985-01-10,4.934,19.389
14.584,1985-01-12,4.685,19.269
14.568,1985-01-14,4.419,18.987
14.71,1985-01-16,4.198,18.908
14.88,1985-01-18,4.037,18.917
14.906,1985-01-20,3.797,18.703
14.945,1985-01-22,3.649,18.594
15.036,1985-01-24,3.505,18.541
15.186,1985-01-26,3.403,18.589
15.313,1985-01-28,3.405,18.718
15.167,1985-01-30,3.236,18.403
15.252,1985-02-01,3.159,18.411
15.298,1985-02-03,3.117,18.415
15.445,1985-02-05,2.994,18.439
15.441,1985-02-07,2.888,18.329
15.549,1985-02-09,2.843,18.392
15.447,1985-02-11,2.774,18.221
15.448,1985-02-13,2.711,18.159
15.554,1985-02-15,2.691,18.245
15.473,1985-02-17,2.69,18.163
15.368,1985-02-19,2.602,17.97
15.498,1985-02-21,2.699,18.197
15.447,1985-02-23,2.702,18.149
15.568,1985-02-25,2.886,18.454
15.732,1985-02-27,2.954,18.686
15.791,1985-03-01,3.039,18.830000000000002
15.698,1985-03-03,3.057,18.755
15.706,1985-03-05,3.245,18.951
15.681,1985-03-07,3.218,18.899
15.575,1985-03-09,3.386,18.961
15.614,1985-03-11,3.406,19.02
15.914,1985-03-13,3.431,19.345
16.094,1985-03-15,3.562,19.656000000000002
16.163,1985-03-17,3.665,19.828
16.059,1985-03-19,3.813,19.872
16.044,1985-03-21,3.913,19.957
16.063,1985-03-23,4.014,20.076999999999998
16.027,1985-03-25,4.182,20.209000000000003
16.019,1985-03-27,4.304,20.323
15.957,1985-03-29,4.576,20.533
15.77,1985-03-31,4.664,20.433999999999997
15.58,1985-04-02,4.899,20.479
15.576,1985-04-04,5.083,20.659
15.535,1985-04-06,5.418,20.953
15.459,1985-04-08,5.751,21.21
15.445,1985-04-10,5.747,21.192
15.524,1985-04-12,6.083,21.607
15.432,1985-04-14,6.215,21.647
15.511,1985-04-16,6.432,21.942999999999998
15.454,1985-04-18,6.683,22.137
15.252,1985-04-20,7.03,22.282
15.226,1985-04-22,7.221,22.447000000000003
15.225,1985-04-24,7.391,22.616
15.109,1985-04-26,7.493,22.602
15.065,1985-04-28,7.826,22.891
14.955,1985-04-30,8.126,23.081
14.714,1985-05-02,8.316,23.03
14.655,1985-05-04,8.651,23.305999999999997
14.56,1985-05-06,8.929,23.489
14.394,1985-05-08,9.176,23.57
14.32,1985-05-10,9.393,23.713
14.282,1985-05-12,9.694,23.976
14.172,1985-05-14,9.95,24.122
14.077,1985-05-16,10.285,24.362000000000002
13.914,1985-05-18,10.449,24.363
13.896,1985-05-20,10.698,24.594
13.868,1985-05-22,10.913,24.781
13.705,1985-05-24,11.271,24.976
13.625,1985-05-26,11.435,25.060000000000002
13.58,1985-05-28,11.466,25.046
13.339,1985-05-30,11.666,25.005000000000003
13.063,1985-06-01,11.817,24.880000000000003
12.935,1985-06-03,12.109,25.044
12.783,1985-06-05,12.281,25.064
12.731,1985-06-07,12.658,25.389
12.674,1985-06-09,13.023,25.697
12.475,1985-06-11,13.13,25.605
12.303,1985-06-13,13.342,25.645000000000003
12.217,1985-06-15,13.586,25.803
12.109,1985-06-17,13.797,25.906
11.88,1985-06-19,13.926,25.806
11.81,1985-06-21,13.983,25.793
11.805,1985-06-23,14.17,25.975
11.61,1985-06-25,14.249,25.859
11.498,1985-06-27,14.555,26.052999999999997
11.393,1985-06-29,14.802,26.195
11.135,1985-07-01,14.935,26.07
10.926,1985-07-03,15.048,25.974
10.791,1985-07-05,15.291,26.082
10.652,1985-07-07,15.365,26.017
10.382,1985-07-09,15.398,25.78
10.399,1985-07-11,15.54,25.939
10.112,1985-07-13,15.732,25.844
9.839,1985-07-15,15.817,25.656
9.702,1985-07-17,15.744,25.445999999999998
9.441,1985-07-19,15.788,25.229
9.213,1985-07-21,16.006,25.219
9.114,1985-07-23,16.187,25.301000000000002
8.851,1985-07-25,16.207,25.058
8.656,1985-07-27,16.181,24.837000000000003
8.4,1985-07-29,16.057,24.457
8.3,1985-07-31,16.239,24.539
8.152,1985-08-02,16.359,24.511000000000003
8.074,1985-08-04,16.679,24.753
7.995,1985-08-06,16.898,24.893
7.754,1985-08-08,17.081,24.835
7.639,1985-08-10,17.278,24.916999999999998
7.525,1985-08-12,17.382,24.907000000000004
7.442,1985-08-14,17.542,24.984
7.331,1985-08-16,17.708,25.038999999999998
7.212,1985-08-18,17.883,25.095
7.19,1985-08-20,18.042,25.232000000000003
7.139,1985-08-22,18.018,25.157
7.012,1985-08-24,18.178,25.19
6.907,1985-08-26,18.419,25.326
6.863,1985-08-28,18.374,25.237
6.793,1985-08-30,18.642,25.435
6.724,1985-09-01,18.614,25.338
6.61,1985-09-03,18.725,25.335
6.505,1985-09-05,18.745,25.25
6.496,1985-09-07,18.783,25.279000000000003
6.486,1985-09-09,18.868,25.354
6.495,1985-09-11,18.931,25.426000000000002
6.558,1985-09-13,18.909,25.467
6.568,1985-09-15,18.753,25.320999999999998
6.657,1985-09-17,18.744,25.401
6.725,1985-09-19,18.643,25.368000000000002
6.745,1985-09-21,18.579,25.324
6.799,1985-09-23,18.599,25.398
6.993,1985-09-25,18.535,25.528
6.992,1985-09-27,18.587,25.579
7.112,1985-09-29,18.533,25.645000000000003
7.365,1985-10-01,18.581,25.945999999999998
7.585,1985-10-03,18.701,26.286
7.642,1985-10-05,18.523,26.165
7.985,1985-10-07,18.596,26.581
8.013,1985-10-09,18.476,26.488999999999997
8.129,1985-10-11,18.481,26.61
8.442,1985-10-13,18.368,26.81
8.562,1985-10-15,18.263,26.825000000000003
8.708,1985-10-17,18.114,26.822000000000003
8.699,1985-10-19,18.07,26.769
8.783,1985-10-21,18.133,26.915999999999997
8.959,1985-10-23,17.98,26.939
9.116,1985-10-25,17.9,27.016
9.33,1985-10-27,17.815,27.145000000000003
9.566,1985-10-29,17.607,27.173000000000002
9.851,1985-10-31,17.663,27.514000000000003
10.219,1985-11-02,17.417,27.636000000000003
10.238,1985-11-04,17.238,27.476
10.37,1985-11-06,17.125,27.494999999999997
10.471,1985-11-08,16.999,27.47
10.47,1985-11-10,16.789,27.259
10.77,1985-11-12,16.592,27.362
10.992,1985-11-14,16.343,27.335
11.083,1985-11-16,16.173,27.256
11.041,1985-11-18,16.062,27.103
11.255,1985-11-20,15.881,27.136000000000003
11.442,1985-11-22,15.585,27.027
11.597,1985-11-24,15.404,27.000999999999998
11.723,1985-11-26,15.115,26.838
11.77,1985-11-28,14.877,26.647
11.927,1985-11-30,14.503,26.43
12.305,1985-12-02,14.157,26.462
12.314,1985-12-04,13.718,26.032
12.469,1985-12-06,13.579,26.048000000000002
12.619,1985-12-08,13.223,25.842
12.734,1985-12-10,12.831,25.564999999999998
12.771,1985-12-12,12.529,25.3
12.818,1985-12-14,12.221,25.039
13.065,1985-12-16,11.796,24.860999999999997
13.263,1985-12-18,10.955,24.218
13.271,1985-12-20,10.306,23.576999999999998
13.45,1985-12-22,9.886,23.336
13.642,1985-12-24,9.415,23.057
13.756,1985-12-26,8.907,22.663
13.571,1985-12-28,8.628,22.198999999999998
13.701,1985-12-30,8.132,21.833
14.036,1986-01-01,7.718,21.753999999999998
14.292,1986-01-03,7.572,21.864
14.489,1986-01-05,7.243,21.732
14.533,1986-01-07,6.811,21.344
14.628,1986-01-09,6.28,20.908
14.795,1986-01-11,6.002,20.797
14.901,1986-01-13,5.585,20.486
14.991,1986-01-15,5.213,20.204
14.981,1986-01-17,4.931,19.912
15.159,1986-01-19,4.759,19.918
15.252,1986-01-21,4.524,19.776
15.214,1986-01-23,4.35,19.564
15.322,1986-01-25,4.194,19.516
15.241,1986-01-27,4.045,19.286
15.194,1986-01-29,3.824,19.018
15.206,1986-01-31,3.705,18.911
15.331,1986-02-02,3.606,18.936999999999998
15.427,1986-02-04,3.527,18.954
